customer_id,creature_type,flight_status,dance_disaster_rating,ticklish_level,eyesight,age,number_of_policies,fire_power_level,soda_likeness_rate,snack_obsession,creature_cost,hearing_score,rage_outburst_score,risk
C3656Q,Yeti,No,7,5,3,29,4,0,4,5,465,-0.553011835,7.838506955,0
C9509M,Ciclope,Yes,3,4,5,69,7,5,0,1,418,-0.959707023,3.698018069,1
C2889M,Yeti,No,5,3,2,1,8,3,10,5,421,1.439548961,1.367024428,0
C3065E,Griffin,No,8,6,8,192,3,2,16,1,266,-2.333834204,2.134763411,1
C8298I,Yeti,No,7,5,5,51,16,0,16,7,1023,1.584078603,5.085254828,1
C7162S,Yeti,Yes,1,5,1,26,7,3,12,8,474,-1.104800501,1.336512047,0
C5944O,Ciclope,Yes,7,7,2,45,4,7,2,6,215,-0.284928709,6.580054608,0
C2624N,Unicorn,No,5,8,2,5,9,2,17,3,417,0.330893582,2.234458198,1
C7763F,Ciclope,Yes,9,5,2,46,,6,13,3,212,3.243123362,1.056761605,0
C3087R,Dragon,Yes,4,3,2,5,14,8,11,1,1044,-0.535296031,0.182857387,1
C9835K,Yeti,Yes,8,3,2,102,17,3,14,5,582,0.889069397,9.243005744,1
C8454E,Ciclope,Yes,2,6,1,12,,5,13,6,481,-1.249761529,1.442815644,0
C6126Y,Griffin,Yes,4,5,3,42,,0,9,3,907,-0.140286285,8.113929427,1
C4973N,Yeti,No,2,4,4,3,3,3,10,7,405,-1.511115167,1.099387723,0
C2395N,Griffin,Yes,5,5,1,65,4,0,0,8,454,0.401549135,2.048160132,1
C6270Z,Unicorn,No,1,2,5,9,4,0,0,6,729,-0.4832912,7.509629764,0
C2808J,Griffin,No,4,2,1,22,17,0,4,7,785,0.031788871,3.407023939,1
C6824Y,Griffin,No,4,3,4,10,10,0,8,7,668,-0.439467356,0.933451257,0
C3140S,Unicorn,Yes,2,6,2,53,,0,6,10,1415,0.580864503,2.105208865,0
C8913Q,Griffin,No,2,3,9,7,7,3,13,5,287,-0.790819382,1.638805785,0
C4840G,Griffin,Yes,4,5,7,9,3,3,15,1,373,0.543251147,2.126821419,0
C3592B,Unicorn,Yes,3,5,10,41,5,0,13,6,538,-0.120314242,5.2912992,0
C2368L,Griffin,No,2,5,4,10,15,0,18,2,659,0.144802781,4.119324553,0
C2264A,Unicorn,No,4,2,3,14,4,3,19,4,802,-0.334613312,3.076403369,0
C7233B,Ciclope,Yes,8,7,1,6,,9,13,7,822,0.166246394,2.213676689,1
C2269P,Griffin,No,8,6,4,50,1,1,5,6,633,-1.805603702,4.393443663,0
C9295S,Griffin,Yes,6,4,3,104,20,3,2,5,702,-2.261096043,2.380763631,0
C1292E,Unicorn,No,7,7,10,67,,0,1,7,430,1.082644493,1.79407331,0
C7662T,Dragon,Yes,4,4,10,19,1,9,14,6,454,0.410464781,4.256232682,0
C4518Y,Griffin,Yes,5,4,6,13,,0,15,6,874,-1.443007778,5.2444083,0
C8995T,Griffin,Yes,9,3,1,36,11,0,5,6,363,-1.715110473,3.123458417,1
C7733U,Griffin,No,7,3,9,9,20,3,3,6,858,0.497581536,2.245998718,1
C2335S,Yeti,Yes,1,7,10,21,8,3,9,5,541,-0.825143586,6.878658377,0
C9458F,Unicorn,Yes,4,7,4,18,13,3,6,3,397,0.232810551,2.27878117,0
C1131J,Yeti,Yes,4,9,10,16,7,3,4,7,57,-0.581246834,3.632128624,1
C3426Y,Yeti,Yes,7,4,6,4,2,3,7,5,512,-1.555027973,6.62510683,1
C5012R,Griffin,No,2,2,1,17,3,0,5,3,50,-0.00893895,7.728591823,0
C9836U,Dragon,Yes,7,2,3,13,4,5,18,4,145,0.204593637,3.315960624,1
C7740Z,Unicorn,Yes,6,2,8,27,19,3,2,6,530,1.521068921,2.937136155,1
C7198G,Dragon,Yes,7,5,9,5,20,5,4,5,789,-0.823424365,1.26602069,1
C7540I,Ciclope,Yes,5,6,5,13,20,8,10,3,1111,-0.390594113,2.169670624,1
C3977Q,Griffin,Yes,4,4,10,9,,2,13,5,222,-2.10231567,1.925985105,0
C3839A,Unicorn,No,5,6,9,15,3,1,2,6,580,0.819357144,12.32185749,0
C9995O,Dragon,Yes,4,2,9,8,14,8,6,4,429,-1.07105232,12.6218721,1
C7029V,Dragon,Yes,5,6,6,37,9,5,15,3,817,-0.219256034,3.003062803,1
C6710P,Ciclope,No,6,4,9,22,5,9,0,5,683,-1.597678107,1.79699842,0
C8125H,Yeti,Yes,2,6,2,7,11,0,12,6,499,0.073422789,3.081373351,0
C8455S,Dragon,No,5,2,5,16,19,9,3,2,277,-1.075718822,3.116474252,1
C2638D,Griffin,Yes,2,6,5,54,6,0,12,3,512,-0.665797969,1.252146277,0
C8916X,Dragon,Yes,7,4,10,86,8,7,10,0,358,0.031990979,2.153010595,1
C9941C,Griffin,Yes,5,3,1,15,17,3,15,2,693,-0.05366491,4.721190222,1
C9059W,Unicorn,Yes,3,5,8,7,6,0,10,4,723,0.188911347,3.608001042,0
C7907M,Ciclope,Yes,6,7,1,29,,9,10,5,288,0.438764989,5.009600099,1
C5576L,Dragon,No,2,1,9,39,,7,10,5,624,-0.350129137,2.627785854,1
C1263N,Dragon,Yes,2,4,7,6,7,8,9,5,229,-1.068168222,2.176707871,0
C3134F,Ciclope,Yes,5,7,9,3,10,6,8,3,950,-0.148296231,6.680542698,0
C1503L,Yeti,Yes,3,2,2,79,9,3,4,7,923,0.967765147,2.977339476,0
C1430W,Unicorn,Yes,5,7,10,7,11,3,3,4,406,-0.900325484,3.760352204,0
C9004U,Unicorn,Yes,0,3,3,27,10,3,17,3,933,1.025918412,2.610196331,0
C3708E,Dragon,Yes,7,5,6,72,2,8,20,4,214,-1.152406795,3.1027425,1
C5541R,Yeti,Yes,7,3,4,67,6,0,18,3,451,-0.583335983,2.738235053,1
C1185W,Yeti,Yes,6,4,2,18,20,1,19,10,622,0.946863052,3.739559156,1
C4946V,Dragon,No,4,3,9,63,10,5,19,3,254,0.228081353,6.595592191,0
C1701L,Unicorn,No,7,6,1,34,20,1,10,6,755,-0.660907502,1.394404403,1
C5124B,Dragon,Yes,4,7,8,102,14,5,12,4,362,0.353247173,4.281139174,1
C7366Y,Yeti,Yes,6,4,2,11,3,1,9,6,237,0.087278524,7.070868901,0
C5864K,Ciclope,No,5,3,10,2,,5,19,4,803,-0.154682925,1.326427374,0
C6723J,Griffin,Yes,4,4,1,28,13,1,2,4,820,-0.327193304,3.683203081,0
C4237T,Dragon,Yes,7,6,3,5,,5,1,4,367,0.956746846,2.171485139,0
C6317G,Griffin,No,3,7,10,18,8,0,17,3,816,-1.052978166,1.721612232,0
C4666V,Dragon,Yes,3,5,9,21,1,5,1,5,369,-1.518431805,4.020648583,0
C5757B,Ciclope,Yes,2,7,9,29,19,5,18,3,422,0.989802157,4.299833049,0
C8712T,Dragon,Yes,8,7,7,51,1,7,8,3,552,0.154122297,3.830692218,0
C3401Z,Unicorn,Yes,8,5,10,18,18,3,19,4,133,-1.063966491,0.900424626,1
C9565Z,Dragon,Yes,4,2,9,8,14,6,13,7,1040,1.545356057,7.775565942,1
C4399Y,Yeti,Yes,6,2,10,38,6,3,16,4,258,-0.074942061,4.115403544,0
C8256W,Yeti,No,5,2,1,193,12,3,8,10,550,0.856703055,5.279750365,1
C5923H,Unicorn,No,6,3,4,90,19,0,20,3,50,-0.825791449,3.256953756,1
C3040Z,Ciclope,No,3,2,5,99,,8,9,2,462,-0.294325303,3.708021395,1
C5521Y,Griffin,No,6,4,9,6,16,2,13,5,767,0.045697457,5.881049518,1
C5991N,Dragon,Yes,7,2,1,5,16,9,3,2,634,0.877609772,1.951809506,1
C1659K,Ciclope,No,2,5,8,7,12,8,1,6,816,-1.439037388,1.731144367,0
C6004C,Yeti,Yes,2,7,1,7,11,3,5,7,857,-0.531098033,6.608828133,0
C2458P,Unicorn,No,7,6,8,35,13,0,3,5,365,-1.445541475,0.982487106,0
C3232S,Ciclope,Yes,5,8,4,17,17,5,15,2,206,0.894585818,2.663855596,0
C5143K,Unicorn,Yes,5,7,4,18,11,2,4,5,771,0.384605106,5.145627895,0
C2056K,Griffin,No,7,6,10,8,13,3,20,4,726,0.309426859,4.368642566,0
C5879O,Ciclope,Yes,5,2,7,75,6,5,6,4,1073,0.214142385,5.99496248,0
C3431A,Griffin,Yes,1,2,10,7,14,0,18,2,50,1.298013734,2.399133418,1
C9412Y,Unicorn,Yes,5,6,6,20,4,1,1,3,802,0.356964242,3.4568563,1
C9136H,Unicorn,Yes,5,4,5,94,11,1,5,2,431,-0.054798895,2.491435282,1
C6422D,Ciclope,No,4,6,1,121,12,7,4,9,764,-0.084995829,7.419668716,1
C9149A,Griffin,Yes,5,4,8,10,1,3,6,5,615,-1.896874264,5.488841365,0
C5235W,Yeti,Yes,3,5,5,12,10,2,15,5,441,-1.418203874,7.875158262,1
C7529W,Yeti,No,4,4,2,6,15,1,19,9,58,0.673983689,4.359879368,1
C5466C,Griffin,Yes,3,2,7,12,7,3,7,8,733,0.146842115,3.430996634,0
C1070D,Ciclope,Yes,5,8,4,13,15,7,2,3,652,-0.541809017,4.117762849,1
C1517L,Griffin,No,3,4,10,11,5,0,10,4,681,1.188393367,3.044098564,0
C1454E,Yeti,Yes,4,5,4,7,15,0,11,10,846,0.965751985,1.014881102,1
C4774T,Unicorn,Yes,5,7,9,12,5,1,18,4,106,0.60198763,1.586546223,0
C7067B,Yeti,Yes,3,3,6,21,,3,2,8,503,0.263860093,6.398669451,1
C9128O,Unicorn,No,6,4,6,34,,1,10,3,673,-0.893199331,1.453058312,0
C4139J,Dragon,Yes,6,4,7,45,11,5,1,6,518,-0.413282811,11.48262477,1
C8634M,Yeti,No,5,5,4,31,1,0,8,3,525,-1.235329531,17.5398718,0
C3212L,Unicorn,Yes,10,8,10,28,15,3,3,5,174,-0.560902773,3.635450219,1
C1615D,Yeti,No,6,2,1,46,10,0,2,4,731,0.242516374,3.322917067,0
C3830F,Griffin,No,9,8,4,13,6,1,0,2,731,-1.484981038,0.686395695,1
C4143B,Ciclope,Yes,2,5,9,9,14,7,5,5,249,1.034364539,2.640760683,0
C6489C,Griffin,Yes,5,5,4,7,7,0,2,3,428,-0.562033387,3.58679038,0
C2952Z,Dragon,No,1,7,4,3,16,6,20,6,485,-0.938530069,7.74696213,0
C1053H,Unicorn,Yes,3,7,6,9,13,3,14,9,1152,0.789774058,1.797401751,0
C5501H,Unicorn,Yes,4,2,8,21,,2,11,3,413,-0.811532087,4.160804067,0
C3884D,Ciclope,Yes,1,5,6,39,12,5,6,4,241,-0.35877294,4.775199034,0
C4810T,Unicorn,No,4,7,1,16,6,1,16,6,384,1.641651508,3.246183638,1
C6290Y,Ciclope,Yes,5,3,8,27,4,7,7,1,50,1.532787435,3.174820177,0
C7296U,Yeti,No,2,1,8,24,2,3,3,8,274,1.742377915,10.67196769,0
C4884P,Dragon,No,2,5,10,30,15,7,15,3,512,1.944164754,5.164525893,1
C6202V,Dragon,No,3,5,1,18,17,6,15,6,439,-0.304098391,3.382266593,1
C5509K,Ciclope,Yes,4,2,1,21,16,5,19,4,269,-0.465167099,9.589036545,0
C1630W,Dragon,Yes,3,7,2,44,14,8,15,0,50,0.025797161,3.329666795,1
C4919U,Dragon,Yes,5,2,10,31,2,8,7,2,285,1.712222682,2.431479724,0
C7102A,Unicorn,Yes,4,2,2,12,14,0,12,6,78,1.793155217,2.199085319,0
C6861M,Dragon,Yes,1,4,4,114,2,8,11,5,719,-0.410068865,5.379955677,1
C3157G,Dragon,Yes,8,6,6,22,17,5,16,0,277,-0.494893584,1.213424815,1
C6740C,Griffin,No,6,6,9,6,,3,17,5,794,2.322020696,1.03971862,0
C6456W,Dragon,Yes,1,4,6,56,,8,2,3,856,0.725837264,7.466124644,1
C1781A,Unicorn,Yes,4,8,8,21,8,0,12,6,509,-0.232107145,3.27188216,0
C1545S,Dragon,Yes,5,7,3,3,16,8,11,5,76,-1.196601864,2.970112213,1
C8629Z,Griffin,Yes,3,4,3,3,2,3,5,3,133,-1.260590877,1.362171519,0
C1259M,Dragon,Yes,3,8,7,13,11,8,20,2,607,1.21557677,0.509546143,1
C1433J,Dragon,Yes,5,2,1,11,3,6,14,5,748,-0.48195463,6.915283305,0
C3771P,Unicorn,Yes,5,8,7,2,9,3,7,6,475,0.393124863,2.180299511,0
C9180U,Dragon,Yes,3,1,10,21,5,6,12,5,677,0.627829237,1.235339353,1
C1572G,Griffin,No,9,4,3,30,,2,15,4,90,0.289695561,1.69092723,1
C3473G,Ciclope,Yes,2,6,8,15,6,5,5,4,863,-2.04505164,1.735912214,0
C4178P,Ciclope,Yes,7,6,1,27,20,5,0,9,264,-1.915095049,3.795146479,1
C7655Y,Yeti,No,5,6,8,35,15,1,19,6,719,-1.266300216,4.26758024,1
C7325H,Ciclope,Yes,3,3,5,10,5,5,14,6,585,-0.528305833,6.251659145,0
C2656J,Dragon,No,4,4,4,5,5,5,18,7,767,-0.741275853,0.925997326,1
C8196Z,Yeti,No,6,8,2,3,11,3,13,4,237,0.058052462,2.864714942,1
C4530E,Dragon,No,9,4,5,2,17,7,5,6,637,-1.586951683,9.280452198,1
C1044C,Unicorn,Yes,1,5,4,10,7,3,19,6,439,-1.195311232,8.083455832,1
C6731P,Yeti,No,5,4,10,21,10,2,16,6,440,0.259942792,3.024757305,0
C6789A,Unicorn,Yes,7,4,10,13,11,0,5,7,339,1.141985507,2.13486478,1
C4932E,Yeti,No,7,8,6,63,5,3,9,4,408,-0.919465632,0.905838718,1
C4028Q,Unicorn,Yes,4,7,2,54,18,0,15,4,905,-0.078596083,14.41202776,1
C3481R,Dragon,No,2,1,10,13,1,9,11,5,609,-2.511004061,0.810952318,0
C3602N,Yeti,Yes,7,6,6,56,,2,16,6,172,-1.607066757,1.534947128,0
C5131J,Griffin,Yes,6,5,6,6,,3,2,6,792,-0.45821963,1.084840258,1
C2134O,Ciclope,No,8,4,5,293,15,8,9,2,433,0.081885148,5.858354555,1
C9909Q,Unicorn,Yes,4,5,3,181,7,3,11,5,935,-0.532320744,3.932346648,1
C7711U,Ciclope,No,4,2,5,63,,9,20,4,468,1.171966877,3.37304007,0
C1343U,Yeti,No,3,3,3,25,5,0,13,6,1462,0.795275042,6.148382472,0
C3181R,Unicorn,Yes,2,5,1,22,1,3,5,9,200,-0.581706359,6.979108376,0
C9853X,Unicorn,Yes,2,6,5,4,19,0,1,1,741,-0.305789562,4.277976023,0
C4729V,Dragon,Yes,4,3,10,50,13,8,0,6,465,-0.011851811,3.326731671,0
C6566D,Yeti,No,4,7,6,87,17,3,0,8,388,0.201874712,4.693195371,1
C3158Y,Yeti,No,2,3,3,8,,3,4,6,626,-0.938729983,1.859749845,0
C9236X,Dragon,Yes,5,1,1,41,,8,11,5,591,0.012070025,7.207444964,1
C4457I,Griffin,Yes,4,5,2,14,9,0,5,6,993,-0.717045214,3.410690763,0
C8253A,Ciclope,No,4,9,1,50,,8,20,5,1292,0.564161866,6.859711111,0
C9076P,Griffin,No,6,3,3,22,13,3,5,4,507,-0.754409524,6.659661371,0
C6693L,Ciclope,No,2,6,8,34,9,5,19,3,361,-1.189071482,3.960005968,1
C9812T,Ciclope,Yes,5,2,10,31,12,9,15,3,381,-0.622787381,4.696169655,1
C1484N,Griffin,Yes,3,3,1,29,13,2,7,6,185,0.260795557,0.355372683,0
C8735B,Ciclope,No,3,5,1,12,18,9,16,0,238,-0.075374744,3.758681366,1
C7631G,Unicorn,Yes,5,6,10,6,14,3,13,7,726,-0.030458401,4.15316021,1
C5558W,Griffin,No,3,8,8,9,10,0,6,4,85,-0.827687853,4.916206107,0
C5430A,Unicorn,Yes,6,5,10,2,,3,14,7,786,0.109315658,2.966384418,0
C1186T,Dragon,Yes,4,2,1,43,1,9,9,6,995,-1.195571078,2.63676818,0
C9377H,Griffin,Yes,6,3,5,11,6,0,1,6,470,-0.461573459,2.384260591,0
C9417L,Ciclope,No,1,3,5,28,17,6,9,8,356,0.262049218,2.003428532,1
C1528N,Dragon,Yes,4,7,7,21,4,5,7,8,545,0.400525543,5.80997712,0
C9762G,Unicorn,No,4,4,5,64,12,3,4,6,1082,-1.486681588,3.209352284,1
C9644Q,Dragon,No,4,4,6,33,3,8,3,6,704,0.609177948,1.759189132,0
C4564S,Yeti,Yes,6,2,3,14,20,1,3,8,363,0.174027732,2.898897889,1
C4606C,Griffin,No,2,5,6,3,19,3,8,2,707,-0.335144911,6.982220159,0
C8835J,Yeti,No,7,1,1,16,6,2,1,7,547,-0.963093807,3.070088716,0
C6091T,Ciclope,Yes,3,5,10,12,,9,19,2,189,-0.801521203,2.541920749,0
C1746S,Dragon,Yes,3,4,7,29,13,6,4,4,277,0.768137589,1.310733767,0
C4286O,Unicorn,No,5,4,2,16,13,2,14,7,354,1.635211699,5.830250396,0
C5113U,Unicorn,No,4,5,7,24,5,1,19,2,1081,1.233767056,3.914673361,0
C2687C,Griffin,Yes,2,3,10,1,,3,5,3,484,-0.210161712,1.169985748,0
C4698D,Griffin,No,4,8,4,5,19,0,0,2,680,0.261793602,5.396064544,1
C3184R,Dragon,No,3,8,5,42,2,9,20,3,50,-0.406195256,6.946309776,0
C8368S,Griffin,No,1,2,4,22,19,1,9,4,79,1.734575612,6.059584967,1
C3859V,Yeti,No,4,4,3,4,7,3,4,7,358,2.605963172,2.817840454,0
C4654E,Unicorn,Yes,6,7,5,17,20,2,9,4,787,0.205622676,1.513740253,1
C7805N,Unicorn,Yes,1,3,7,14,9,0,16,8,196,0.099758919,2.100382749,0
C4334R,Griffin,Yes,2,3,5,5,20,2,9,3,740,-0.11747601,7.01581714,1
C7522F,Ciclope,No,5,5,5,9,5,5,14,8,335,-1.51886084,7.396732362,0
C2055N,Griffin,Yes,5,6,9,55,18,0,1,3,527,1.8892295,4.396534076,1
C1463Q,Yeti,Yes,4,6,2,9,9,0,7,7,714,-0.704836863,1.856207391,1
C4957F,Yeti,No,2,7,1,13,1,1,18,5,732,-0.388226777,1.59047557,0
C6386J,Yeti,Yes,3,5,5,25,18,1,13,10,707,-0.133358639,1.223724312,1
C4495F,Ciclope,Yes,6,7,4,17,12,6,3,0,756,1.038958573,5.952470159,1
C7084X,Griffin,No,3,3,10,20,14,3,14,2,50,0.605629574,4.875491312,1
C6567G,Ciclope,Yes,2,6,5,3,1,5,17,1,948,0.098533124,0.525107692,0
C8499D,Yeti,No,7,5,9,14,20,3,3,4,856,-0.189126523,2.537112681,1
C3607A,Yeti,Yes,5,1,8,13,7,3,4,6,645,1.660104077,4.77984937,0
C8634B,Yeti,No,1,1,8,10,17,0,15,9,386,1.431767454,7.024932503,0
C5915E,Ciclope,Yes,6,6,3,20,11,7,0,6,144,1.893362784,4.040476015,1
C2909P,Dragon,Yes,6,5,1,10,9,8,5,5,752,0.586882686,2.198465109,1
C8233A,Unicorn,Yes,5,5,6,32,11,0,9,4,563,0.361753317,5.754009165,0
C2427H,Yeti,No,5,5,3,2,5,2,5,6,1361,1.213036562,4.138010926,1
C9491B,Yeti,No,8,7,2,59,4,3,20,5,625,0.781009127,9.873957417,0
C2606K,Griffin,Yes,1,4,10,19,7,3,4,8,923,0.065732302,1.529714639,0
C3930B,Ciclope,No,4,5,8,9,11,8,2,4,1022,1.969120424,3.792795904,0
C5861P,Yeti,Yes,5,3,2,36,19,2,18,6,139,-0.199522335,2.429447878,1
C2592R,Dragon,Yes,5,7,8,5,6,9,8,5,616,2.116320799,1.205368696,1
C1510T,Ciclope,Yes,4,2,6,55,11,5,15,0,208,0.908462941,6.113244005,0
C3332F,Griffin,No,5,5,9,9,,1,10,5,715,1.062688023,4.314311692,0
C2767W,Yeti,Yes,4,7,5,24,12,3,10,8,481,0.671295834,3.355243112,0
C5518R,Unicorn,Yes,5,7,1,11,2,3,20,0,849,0.563209452,5.504171718,0
C2835B,Ciclope,No,5,4,10,36,5,9,20,8,780,0.83078688,3.481582532,0
C1343L,Griffin,No,10,2,6,4,2,1,14,7,1007,1.048794694,4.384866173,1
C3937T,Yeti,Yes,5,4,1,20,10,0,16,7,330,-1.265359343,15.8666539,0
C8094I,Unicorn,Yes,4,7,1,10,,2,4,5,319,1.620458687,3.926074964,0
C4901J,Dragon,No,10,2,7,26,7,5,7,5,592,0.495296235,2.465509168,0
C7075Q,Unicorn,Yes,8,6,6,6,5,0,20,8,71,-0.619744234,2.116974147,0
C6859B,Griffin,Yes,6,8,4,8,5,0,15,6,209,0.341221061,1.42619951,0
C4041Z,Dragon,No,8,5,6,41,14,6,2,6,241,0.356582382,4.274917166,1
C4075E,Yeti,Yes,7,3,1,6,15,1,9,7,372,1.24097919,0.68945586,1
C2796A,Dragon,No,5,5,4,15,14,5,12,3,50,0.507183181,3.880010437,0
C8026A,Ciclope,No,6,9,4,24,12,9,5,3,50,1.224741082,3.013186694,1
C6364K,Ciclope,Yes,5,2,5,27,17,5,15,2,504,-2.427734151,4.000826147,1
C1852W,Ciclope,Yes,9,5,5,22,7,8,17,6,500,-0.248611673,3.42644213,1
C7676V,Dragon,No,5,3,4,45,,8,12,3,51,0.02641804,7.565149507,1
C9428X,Griffin,No,2,4,8,15,4,1,4,4,500,-1.276304661,0.99378025,0
C7305N,Yeti,Yes,2,1,10,9,1,3,19,6,473,-0.516306589,1.418702711,0
C7272L,Griffin,Yes,7,4,9,213,12,1,0,4,668,-0.391218327,7.128987318,1
C2631K,Dragon,No,7,4,2,58,,9,2,3,292,0.383125641,6.654570545,1
C5201B,Dragon,Yes,3,4,10,67,13,6,14,1,306,0.011646946,2.959620218,0
C8626X,Griffin,No,4,5,3,49,7,3,4,4,714,1.690645154,1.60556267,0
C4779M,Yeti,Yes,5,6,3,13,,3,11,10,187,-0.043853658,0.671365993,1
C8567L,Yeti,Yes,4,7,10,14,4,2,12,6,398,-0.941366987,4.368012459,0
C7192N,Yeti,Yes,5,3,1,9,7,3,14,9,144,0.259202838,3.847029792,1
C3439U,Yeti,No,3,3,6,20,18,0,17,3,433,-0.265954731,3.872509251,0
C2734F,Dragon,No,4,8,1,19,16,5,11,4,175,1.121439038,6.709145912,0
C7221S,Yeti,Yes,2,6,10,11,17,0,7,7,517,-0.118914844,0.689667856,0
C9589S,Griffin,No,4,6,2,10,9,2,20,8,816,0.235894344,3.820937475,1
C1222W,Dragon,Yes,4,3,10,64,12,6,12,6,201,-0.36248084,5.953407293,1
C4724A,Griffin,No,7,3,6,51,19,0,1,8,391,0.23906558,1.478953909,1
C6210E,Ciclope,No,7,3,1,35,18,5,9,5,844,0.392669345,1.303610243,1
C4743M,Dragon,No,3,6,9,17,8,9,13,5,400,1.120369167,0.597148194,0
C1667W,Unicorn,No,3,4,5,14,20,3,3,4,254,-0.168584444,1.087306789,1
C5592Z,Dragon,Yes,2,4,9,166,2,8,3,5,502,0.897808435,1.955207752,0
C5183P,Dragon,No,3,4,9,20,18,6,11,4,271,-0.598062153,4.789678838,1
C8310F,Yeti,Yes,5,8,9,3,14,2,19,6,50,0.001274518,0.620550791,1
C9179E,,Yes,3,3,3,125,4,3,4,1,688,-0.508736089,4.940841785,0
C9962Q,Yeti,Yes,2,4,10,43,6,1,8,7,50,-0.369237883,4.402383785,0
C5668F,Yeti,Yes,5,8,6,14,,2,15,4,1188,-1.739336756,4.901546621,1
C6121O,Ciclope,No,3,7,4,8,,5,3,4,377,-0.085941675,4.888735779,0
C9852V,Yeti,Yes,4,1,9,9,11,3,16,7,234,-0.551602637,4.785499076,0
C5345K,Dragon,No,5,3,5,87,18,6,14,5,837,1.851975927,3.164603125,1
C4483J,Dragon,No,4,6,9,232,10,9,17,4,398,-0.482797074,0.436370865,1
C1122A,Griffin,Yes,2,4,2,16,,1,19,2,238,0.670794174,0.673062363,0
C7761G,Dragon,Yes,8,5,5,48,4,6,5,7,850,0.398924179,3.280111334,1
C4701S,Dragon,No,6,4,9,6,14,6,14,0,50,-0.556661263,7.320181036,0
C6466J,Ciclope,No,5,5,1,3,10,7,15,5,195,0.164879601,4.976215943,1
C7771E,Unicorn,Yes,2,5,4,3,11,0,17,4,276,-0.07232686,2.37073165,0
C5253C,Griffin,No,8,5,6,129,17,0,5,7,722,1.437565628,3.79811113,1
C5784C,Yeti,No,4,4,8,3,16,0,6,7,577,0.316960497,3.057034843,0
C9473R,Unicorn,Yes,3,5,8,23,9,3,12,1,600,0.058904753,0.91991287,0
C3208P,Griffin,No,7,7,1,71,8,3,3,4,295,1.039321397,4.964124694,0
C4149N,Yeti,Yes,2,2,4,12,8,3,5,8,498,0.634128727,2.704945136,1
C2505N,Yeti,No,2,5,1,19,1,3,16,9,50,-0.485271779,2.206884376,0
C1960D,Dragon,No,5,4,2,31,3,9,16,3,352,0.218925913,3.637329334,1
C6255N,Ciclope,Yes,4,5,3,8,6,7,5,3,299,1.208844682,3.194644023,0
C3641B,Unicorn,Yes,8,6,5,44,11,0,2,8,328,1.568314596,0.801192715,1
C4811Y,Unicorn,Yes,7,7,6,21,8,2,0,7,363,-1.09157751,4.486049549,0
C7371B,Griffin,Yes,3,6,9,13,20,0,13,7,353,0.499405135,3.78730374,1
C9440L,Dragon,Yes,7,4,7,13,19,8,18,6,606,0.005558586,11.33101196,1
C6181A,Dragon,Yes,3,4,3,32,8,6,9,8,305,0.347667699,4.87469392,0
C3790U,Ciclope,Yes,5,4,3,3,14,9,12,7,310,1.326383704,2.185894735,0
C3975E,Ciclope,No,5,7,7,13,,9,2,3,700,-0.124732356,2.366923146,0
C1815Y,Yeti,Yes,4,3,4,6,9,0,10,6,691,1.250287044,2.25768905,0
C8314B,Griffin,No,7,2,3,6,17,3,5,3,726,-0.457303706,1.374588522,0
C9326V,Griffin,Yes,3,7,10,6,6,3,15,5,620,-1.334005495,3.781147226,0
C4238R,Dragon,Yes,2,1,10,9,17,7,2,4,50,-0.43195981,1.718558439,0
C3321G,Yeti,Yes,6,4,8,13,,1,12,7,590,1.485759613,3.384282507,0
C7429F,Yeti,Yes,5,3,5,43,8,3,2,8,491,0.403192705,3.852962345,1
C4196J,Ciclope,Yes,2,3,5,15,10,8,14,3,1327,-1.784620181,1.681655826,0
C2352V,Griffin,No,4,9,2,158,13,3,9,5,756,-0.242019164,6.987965153,1
C7063W,Yeti,No,5,5,6,18,13,1,8,7,619,-0.407441755,0.683764053,1
C5714E,Griffin,Yes,3,5,4,11,8,3,5,1,369,1.074288929,0.409238738,0
C3515J,Unicorn,Yes,2,4,8,1,18,3,15,4,540,0.687118415,4.683183508,0
C9476G,Yeti,No,6,7,1,18,11,3,17,6,318,0.808089427,6.075464688,0
C7237D,Yeti,No,2,7,8,62,2,2,18,6,489,0.608730967,2.29405639,0
C9602Q,,Yes,7,8,5,17,,2,11,7,307,-1.919183386,1.111964936,1
C4875I,Griffin,No,6,5,5,116,11,0,3,4,899,-0.051857166,2.681259123,1
C4190F,Unicorn,Yes,2,5,7,21,2,0,11,9,369,-0.957404861,1.875135512,0
C6397W,Yeti,Yes,6,3,7,5,20,1,19,7,50,0.592605298,4.677958765,1
C3170T,Yeti,No,6,1,8,7,10,0,20,3,668,0.545578583,6.114618749,0
C6095U,Unicorn,No,4,7,9,44,2,0,4,4,300,0.123012907,2.811803768,0
C7927B,Ciclope,Yes,3,5,5,6,10,9,6,3,1045,0.871265536,0.440754584,0
C1190X,Dragon,Yes,5,4,2,9,2,5,20,3,613,-2.304126172,2.409350772,0
C2398O,Unicorn,Yes,1,9,6,20,,2,6,5,660,-0.580430851,3.499156307,0
C7777N,Griffin,Yes,6,6,1,1,3,1,19,9,154,0.287486557,14.13599828,0
C1055A,Unicorn,Yes,4,5,10,16,14,0,0,6,391,1.63922387,4.242714279,1
C7025X,Ciclope,No,9,6,4,32,9,9,1,3,455,-0.011048341,2.61090206,1
